document_type,company,file,year,doc_id,country
annual report,peugeot,PEUGEOT SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2018.pdf,2018,845,france
annual report,peugeot,PEUGEOT SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2016.pdf,2016,846,france
annual report,unibail-rodamco-we,UNIBAIL-RODAMCO SE ANNUAL REPORT AND DOCUMENT DE REFERENCE 2017.pdf,2017,847,france
annual report,unibail-rodamco-we,UNIBAIL-RODAMCO SE REPORT AND ACCOUNTS 2014.pdf,2014,848,france
annual report,unibail-rodamco-we,UNIBAIL-RODAMCO-WESTFIEL ANNUAL REPORT AND DOCUMENT DE REFERENCE 2018.pdf,2018,849,france
annual report,unibail-rodamco-we,UNIBAIL-RODAMCO SE REPORT AND ACCOUNTS 2015.pdf,2015,850,france
annual report,unibail-rodamco-we,UNIBAIL-RODAMCO SE REPORT AND ACCOUNTS 2016.pdf,2016,851,france
annual report,technipfmc,TECHNIP SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2015.pdf,2015,852,france
annual report,technipfmc,TECHNIP SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2014.pdf,2014,853,france
annual report,technipfmc,TECHNIP SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2017.pdf,2017,854,france
annual report,technipfmc,TECHNIPFMC PLC REPORT AND ACCOUNTS 2018.pdf,2018,855,france
annual report,l_oreal,L OREAL SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2017.pdf,2017,856,france
annual report,l_oreal,L OREAL SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2015.pdf,2015,857,france
annual report,l_oreal,L OREAL SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2014.pdf,2014,858,france
annual report,l_oreal,L OREAL SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2018.pdf,2018,859,france
annual report,l_oreal,L OREAL SA ANNUAL REPORT AND DOCUMENT DE REFERENCE 2016.pdf.pdf,2016,860,france
annual report,rightmove,RIGHTMOVE PLC REPORT AND ACCOUNTS 2014.pdf,2014,400,united kingdom
annual report,rightmove,RIGHTMOVE PLC REPORT AND ACCOUNTS 2015.pdf,2015,401,united kingdom
annual report,morgan advanced materials plc,MORGAN ADVANCED MATERIALS PLC REPORT AND ACCOUNTS 2018.pdf,2018,402,united kingdom
annual report,morgan advanced materials plc,MORGAN ADVANCED MATERIALS PLC REPORT AND ACCOUNTS 2014.pdf,2014,403,united kingdom
annual report,morgan advanced materials plc,MORGAN ADVANCED MATERIALS PLC REPORT AND ACCOUNTS 2017.pdf,2017,404,united kingdom
annual report,morgan advanced materials plc,MORGAN ADVANCED MATERIALS PLC REPORT AND ACCOUNTS 2015.pdf,2015,405,united kingdom
annual report,morgan advanced materials plc,MORGAN ADVANCED MATERIALS PLC REPORT AND ACCOUNTS 2016.pdf,2016,406,united kingdom
annual report,british american tobacco,BRITISH AMERICAN TOBACCO PLC REPORT AND ACCOUNTS AND FORM 20-F 2018.pdf,2018,407,united kingdom
annual report,british american tobacco,BRITISH AMERICAN TOBACCO PLC REPORT AND ACCOUNTS AND FORM 20-F 2017.pdf,2017,408,united kingdom
annual report,british american tobacco,BRITISH AMERICAN TOBACCO PLC REPORT AND ACCOUNTS 2015.pdf,2015,409,united kingdom
annual report,british american tobacco,BRITISH AMERICAN TOBACCO PLC REPORT AND ACCOUNTS 2014.pdf,2014,410,united kingdom
annual report,british american tobacco,BRITISH AMERICAN TOBACCO PLC REPORT AND ACCOUNTS 2016.pdf,2016,411,united kingdom
annual report,direct line insurance plc,DIRECT LINE INSURANCE GROUP PLC REPORT AND ACCOUNTS 2016.pdf,2016,412,united kingdom
annual report,direct line insurance plc,DIRECT LINE INSURANCE GROUP PLC REPORT AND ACCOUNTS 2017.pdf,2017,413,united kingdom
annual report,direct line insurance plc,DIRECT LINE INSURANCE GROUP PLC REPORT AND ACCOUNTS 2014.pdf,2014,414,united kingdom
annual report,direct line insurance plc,DIRECT LINE INSURANCE GROUP PLC REPORT AND ACCOUNTS 2018.pdf,2018,415,united kingdom
annual report,direct line insurance plc,DIRECT LINE INSURANCE GROUP PLC REPORT AND ACCOUNTS 2015.pdf,2015,416,united kingdom
annual report,experian,EXPERIAN PLC REPORT AND ACCOUNTS 2015.pdf,2015,417,united kingdom
annual report,experian,EXPERIAN PLC REPORT AND ACCOUNTS 2014.pdf,2014,418,united kingdom
annual report,experian,EXPERIAN PLC REPORT AND ACCOUNTS 2016.pdf,2016,419,united kingdom
annual report,experian,EXPERIAN PLC REPORT AND ACCOUNTS 2017.pdf,2017,420,united kingdom
annual report,experian,EXPERIAN PLC REPORT AND ACCOUNTS 2018.pdf,2018,421,united kingdom
annual report,tesco,TESCO PLC REPORT AND ACCOUNTS 2018.pdf,2018,422,united kingdom
annual report,tesco,TESCO PLC REPORT AND ACCOUNTS 2017.pdf,2017,423,united kingdom
annual report,tesco,TESCO PLC REPORT AND ACCOUNTS 2015.pdf,2015,424,united kingdom
annual report,tesco,TESCO PLC REPORT AND ACCOUNTS 2014.pdf,2014,425,united kingdom
annual report,tesco,TESCO PLC REPORT AND ACCOUNTS 2016.pdf,2016,426,united kingdom
annual report,bp,BP PLC REPORT AND ACCOUNTS 2015.pdf,2015,427,united kingdom
annual report,bp,BP PLC REPORT AND ACCOUNTS 2014.pdf,2014,428,united kingdom
annual report,bp,BP PLC REPORT AND ACCOUNTS AND FORM 20-F 2018.pdf,2018,429,united kingdom
annual report,bp,BP PLC REPORT AND ACCOUNTS AND FORM 20-F 2017.pdf,2017,430,united kingdom
annual report,bp,BP PLC REPORT AND ACCOUNTS 2016.pdf,2016,431,united kingdom
annual report,barclays,BARCLAYS PLC REPORT AND ACCOUNTS 2018.pdf,2018,432,united kingdom
annual report,barclays,BARCLAYS PLC REPORT AND ACCOUNTS 2016.pdf,2016,433,united kingdom
annual report,barclays,BARCLAYS PLC REPORT AND ACCOUNTS 2015.pdf,2015,434,united kingdom
annual report,barclays,BARCLAYS PLC REPORT AND ACCOUNTS 2014.pdf,2014,435,united kingdom
annual report,barclays,BARCLAYS PLC REPORT AND ACCOUNTS 2017.pdf,2017,436,united kingdom
annual report,rpc group,RPC GROUP PLC REPORT AND ACCOUNTS 2016.pdf,2016,437,united kingdom
annual report,rpc group,RPC GROUP PLC REPORT AND ACCOUNTS 2017.pdf,2017,438,united kingdom
annual report,rpc group,RPC GROUP PLC REPORT AND ACCOUNTS 2015.pdf,2015,439,united kingdom
annual report,rpc group,RPC GROUP PLC REPORT AND ACCOUNTS 2018.pdf,2018,440,united kingdom
annual report,rpc group,RPC GROUP PLC REPORT AND ACCOUNTS 2014.pdf,2014,441,united kingdom
annual report,crh plc,CRH PLC REPORT AND ACCOUNTS 2018.pdf,2018,442,united kingdom
annual report,crh plc,CRH PLC REPORT AND ACCOUNTS 2014.pdf,2014,443,united kingdom
annual report,crh plc,CRH PLC REPORT AND ACCOUNTS 2016.pdf,2016,444,united kingdom
annual report,crh plc,CRH PLC REPORT AND ACCOUNTS 2015.pdf,2015,445,united kingdom
annual report,crh plc,CRH PLC REPORT AND ACCOUNTS 2017.pdf,2017,446,united kingdom
annual report,sse plc,SSE PLC REPORT AND ACCOUNTS 2018.pdf,2018,447,united kingdom
annual report,sse plc,SSE PLC REPORT AND ACCOUNTS 2014.pdf,2014,448,united kingdom
annual report,sse plc,SSE PLC REPORT AND ACCOUNTS 2015.pdf,2015,449,united kingdom
annual report,sse plc,SSE PLC REPORT AND ACCOUNTS 2017.pdf,2017,450,united kingdom
annual report,sse plc,SSE PLC REPORT AND ACCOUNTS 2016.pdf,2016,451,united kingdom
annual report,crest nicholson,CREST NICHOLSON HOLDINGS PLC REPORT AND ACCOUNTS 2017.pdf,2017,452,united kingdom
annual report,crest nicholson,CRH PLC REPORT AND ACCOUNTS 2018.pdf,2018,453,united kingdom
annual report,crest nicholson,CREST NICHOLSON HOLDINGS PLC REPORT AND ACCOUNTS 2014.pdf,2014,454,united kingdom
annual report,crest nicholson,CREST NICHOLSON HOLDINGS PLC REPORT AND ACCOUNTS 2016.pdf,2016,455,united kingdom
annual report,crest nicholson,CREST NICHOLSON HOLDINGS PLC REPORT AND ACCOUNTS 2018.pdf,2018,456,united kingdom
annual report,crest nicholson,CREST NICHOLSON HOLDINGS PLC REPORT AND ACCOUNTS 2015.pdf,2015,457,united kingdom
annual report,domino_s pizza group plc,DOMINOS PIZZA GROUP PLC REPORT AND ACCOUNTS 2017.pdf,2017,458,united kingdom
annual report,domino_s pizza group plc,DOMINOS PIZZA GROUP PLC REPORT AND ACCOUNTS 2014.pdf,2014,459,united kingdom
annual report,domino_s pizza group plc,DOMINOS PIZZA GROUP PLC REPORT AND ACCOUNTS 2015.pdf,2015,460,united kingdom
annual report,domino_s pizza group plc,DOMINOS PIZZA GROUP PLC REPORT AND ACCOUNTS 2018.pdf,2018,461,united kingdom
annual report,domino_s pizza group plc,DOMINOS PIZZA GROUP PLC REPORT AND ACCOUNTS 2016.pdf,2016,462,united kingdom
annual report,barratt developments plc,BARRATT DEVELOPMENTS PLC REPORT AND ACCOUNTS 2017.pdf,2017,463,united kingdom
annual report,barratt developments plc,BARRATT DEVELOPMENTS PLC REPORT AND ACCOUNTS 2018.pdf,2018,464,united kingdom
annual report,barratt developments plc,BARRATT DEVELOPMENTS PLC REPORT AND ACCOUNTS 2015.pdf,2015,465,united kingdom
annual report,barratt developments plc,BARRATT DEVELOPMENTS PLC REPORT AND ACCOUNTS 2014.pdf,2014,466,united kingdom
annual report,barratt developments plc,BARRATT DEVELOPMENTS PLC REPORT AND ACCOUNTS 2016.pdf,2016,467,united kingdom
annual report,itv,ITV PLC REPORT AND ACCOUNTS 2018.pdf,2018,468,united kingdom
annual report,itv,ITV PLC REPORT AND ACCOUNTS 2015.pdf,2015,469,united kingdom
annual report,itv,ITV PLC REPORT AND ACCOUNTS 2014.pdf,2014,470,united kingdom
annual report,itv,ITV PLC REPORT AND ACCOUNTS 2016.pdf,2016,471,united kingdom
annual report,itv,ITV PLC REPORT AND ACCOUNTS 2017.pdf,2017,472,united kingdom
annual report,easyjet,EASYJET PLC REPORT AND ACCOUNTS 2017.pdf,2017,473,united kingdom
annual report,easyjet,EASYJET PLC REPORT AND ACCOUNTS 2018.pdf,2018,474,united kingdom
annual report,easyjet,EASYJET PLC REPORT AND ACCOUNTS 2015.pdf,2015,475,united kingdom
annual report,easyjet,EASYJET PLC REPORT AND ACCOUNTS 2014.pdf,2014,476,united kingdom
annual report,easyjet,EASYJET PLC REPORT AND ACCOUNTS 2016.pdf,2016,477,united kingdom
annual report,glencore,GLENCORE PLC REPORT AND ACCOUNTS 2018.pdf,2018,478,united kingdom
annual report,glencore,GLENCORE PLC REPORT AND ACCOUNTS 2017.pdf,2017,479,united kingdom
annual report,glencore,GLENCORE PLC REPORT AND ACCOUNTS 2015.pdf,2015,480,united kingdom
annual report,glencore,GLENCORE PLC REPORT AND ACCOUNTS 2016.pdf,2016,481,united kingdom
annual report,glencore,GLENCORE PLC REPORT AND ACCOUNTS 2014.pdf,2014,482,united kingdom
annual report,segro plc,SEGRO PLC REPORT AND ACCOUNTS 2015.pdf,2015,483,united kingdom
annual report,segro plc,SEGRO PLC REPORT AND ACCOUNTS 2017.pdf,2017,484,united kingdom
annual report,segro plc,SEGRO PLC REPORT AND ACCOUNTS 2016.pdf,2016,485,united kingdom
annual report,segro plc,SEGRO PLC REPORT AND ACCOUNTS 2018.pdf,2018,486,united kingdom
annual report,segro plc,SEGRO PLC REPORT AND ACCOUNTS 2014.pdf,2014,487,united kingdom
annual report,aggreko plc,AGGREKO PLC REPORT AND ACCOUNTS 2014.pdf,2014,488,united kingdom
annual report,aggreko plc,AGGREKO PLC REPORT AND ACCOUNTS 2017.pdf,2017,489,united kingdom
annual report,aggreko plc,AGGREKO PLC REPORT AND ACCOUNTS 2015.pdf,2015,490,united kingdom
annual report,aggreko plc,AGGREKO PLC REPORT AND ACCOUNTS 2018.pdf,2018,491,united kingdom
annual report,aggreko plc,AGGREKO PLC REPORT AND ACCOUNTS 2016.pdf,2016,492,united kingdom
annual report,pennon group plc,PENNON GROUP PLC REPORT AND ACCOUNTS 2015.pdf,2015,493,united kingdom
annual report,pennon group plc,PENNON GROUP PLC REPORT AND ACCOUNTS 2017.pdf,2017,494,united kingdom
annual report,pennon group plc,PENNON GROUP PLC REPORT AND ACCOUNTS 2018.pdf,2018,495,united kingdom
annual report,pennon group plc,PENNON GROUP PLC REPORT AND ACCOUNTS 2014.pdf,2014,496,united kingdom
annual report,pennon group plc,PENNON GROUP PLC REPORT AND ACCOUNTS 2016.pdf,2016,497,united kingdom
annual report,relx group,REED ELSEVIER PLC REPORT AND ACCOUNTS 2014.pdf,2014,498,united kingdom
annual report,relx group,RELX PLC REPORT AND ACCOUNTS 2015.pdf,2015,499,united kingdom
annual report,relx group,RELX PLC REPORT AND ACCOUNTS 2016.pdf,2016,500,united kingdom
annual report,relx group,REED ELSEVIER PLC REPORT AND ACCOUNTS 2014(1).pdf,4(1),501,united kingdom
annual report,relx group,RELX PLC REPORT AND ACCOUNTS 2017.pdf,2017,502,united kingdom
annual report,relx group,RELX PLC REPORT AND ACCOUNTS 2018.pdf,2018,503,united kingdom
annual report,ashtead group plc,ASHTEAD GROUP PLC REPORT AND ACCOUNTS 2017.pdf,2017,504,united kingdom
annual report,ashtead group plc,ASHTEAD GROUP PLC REPORT AND ACCOUNTS 2018.pdf,2018,505,united kingdom
annual report,ashtead group plc,ASHTEAD GROUP PLC REPORT AND ACCOUNTS 2016.pdf,2016,506,united kingdom
annual report,ashtead group plc,ASHTEAD GROUP PLC REPORT AND ACCOUNTS 2014.pdf,2014,507,united kingdom
annual report,ashtead group plc,ASHTEAD GROUP PLC REPORT AND ACCOUNTS 2015.pdf,2015,508,united kingdom
annual report,united utilities plc,UNITED UTILITIES GROUP PLC REPORT AND ACCOUNTS 2016.pdf,2016,509,united kingdom
annual report,united utilities plc,UNITED UTILITIES GROUP PLC REPORT AND ACCOUNTS 2015.pdf,2015,510,united kingdom
annual report,united utilities plc,UNITED UTILITIES GROUP PLC REPORT AND ACCOUNTS 2018.pdf,2018,511,united kingdom
annual report,united utilities plc,UNITED UTILITIES GROUP PLC REPORT AND ACCOUNTS 2017.pdf,2017,512,united kingdom
annual report,united utilities plc,UNITED UTILITIES GROUP PLC REPORT AND ACCOUNTS 2014.pdf,2014,513,united kingdom
annual report,henkel ag _ co kgaa (hen3_gr),HENKEL AG AND COMPANY KGAA REPORT AND ACCOUNTS 2017.pdf,2017,514,germany
annual report,henkel ag _ co kgaa (hen3_gr),HENKEL AG AND COMPANY KGAA REPORT AND ACCOUNTS 2018.pdf,2018,515,germany
annual report,henkel ag _ co kgaa (hen3_gr),HENKEL AG AND COMPANY KGAA REPORT AND ACCOUNTS 2016.pdf,2016,516,germany
annual report,henkel ag _ co kgaa (hen3_gr),HENKEL AG AND COMPANY KGAA REPORT AND ACCOUNTS 2016(1).pdf,6(1),517,germany
annual report,henkel ag _ co kgaa (hen3_gr),HENKEL AG AND COMPANY KGAA REPORT AND ACCOUNTS 2014.pdf,2014,518,germany
annual report,e.on se (eoan_gr),E.ON SE REPORT AND ACCOUNTS 2017.pdf,2017,519,germany
annual report,e.on se (eoan_gr),E.ON SE REPORT AND ACCOUNTS 2018.pdf,2018,520,germany
annual report,e.on se (eoan_gr),E.ON SE REPORT AND ACCOUNTS 2016.pdf,2016,521,germany
annual report,e.on se (eoan_gr),E.ON SE REPORT AND ACCOUNTS 2014.pdf,2014,522,germany
annual report,e.on se (eoan_gr),E.ON SE REPORT AND ACCOUNTS 2015.pdf,2015,523,germany
annual report,frensenius medical care ag _ co kgaa (fme.gr),FRESENIUS MEDICAL CARE AG AND COMPANY KGAA REPORT AND ACCOUNTS 2014.pdf,2014,524,germany
annual report,frensenius medical care ag _ co kgaa (fme.gr),FRESENIUS MEDICAL CARE AG AND COMPANY KGAA REPORT AND ACCOUNTS 2015.pdf,2015,525,germany
annual report,frensenius medical care ag _ co kgaa (fme.gr),FRESENIUS MEDICAL CARE AG AND COMPANY KGAA REPORT AND ACCOUNTS 2016.pdf,2016,526,germany
annual report,frensenius medical care ag _ co kgaa (fme.gr),FRESENIUS MEDICAL CARE AG AND COMPANY KGAA REPORT AND ACCOUNTS 2017.pdf,2017,527,germany
annual report,frensenius medical care ag _ co kgaa (fme.gr),FRESENIUS MEDICAL CARE AG AND COMPANY KGAA REPORT AND ACCOUNTS 2018.pdf,2018,528,germany
annual report,commerzbank ag (cbk_gr),COMMERZBANK AG REPORT AND ACCOUNTS 2014.pdf,2014,529,germany
annual report,commerzbank ag (cbk_gr),COMMERZBANK AG REPORT AND ACCOUNTS 2016.pdf,2016,530,germany
annual report,commerzbank ag (cbk_gr),COMMERZBANK AG REPORT AND ACCOUNTS 2018.pdf,2018,531,germany
annual report,commerzbank ag (cbk_gr),COMMERZBANK AG REPORT AND ACCOUNTS 2015.pdf,2015,532,germany
annual report,commerzbank ag (cbk_gr),COMMERZBANK AG REPORT AND ACCOUNTS 2017.pdf,2017,533,germany
annual report,merck kgaa (mrk_gr),MERCK KGAA REPORT AND ACCOUNTS 2016.pdf,2016,534,germany
annual report,merck kgaa (mrk_gr),MERCK KGAA REPORT AND ACCOUNTS 2014.pdf,2014,535,germany
annual report,merck kgaa (mrk_gr),MERCK KGAA REPORT AND ACCOUNTS 2015.pdf,2015,536,germany
annual report,merck kgaa (mrk_gr),MERCK KGAA REPORT AND ACCOUNTS 2017.pdf,2017,537,germany
annual report,merck kgaa (mrk_gr),MERCK KGAA REPORT AND ACCOUNTS 2018.pdf,2018,538,germany
annual report,heidelbergcement ag (hei_gr),HEIDELBERGCEMENT AG REPORT AND ACCOUNTS 2018.pdf,2018,539,germany
annual report,heidelbergcement ag (hei_gr),HEIDELBERGCEMENT AG REPORT AND ACCOUNTS 2016.pdf,2016,540,germany
annual report,heidelbergcement ag (hei_gr),HEIDELBERGCEMENT AG REPORT AND ACCOUNTS 2014.pdf,2014,541,germany
annual report,heidelbergcement ag (hei_gr),HEIDELBERGCEMENT AG REPORT AND ACCOUNTS 2015.pdf,2015,542,germany
annual report,heidelbergcement ag (hei_gr),HEIDELBERGCEMENT AG REPORT AND ACCOUNTS 2017.pdf,2017,543,germany
annual report,basf se,BASF SE REPORT AND ACCOUNTS 2015.pdf,2015,544,germany
annual report,basf se,BASF SE REPORT AND ACCOUNTS 2016.pdf,2016,545,germany
annual report,basf se,BASF SE REPORT AND ACCOUNTS 2017.pdf,2017,546,germany
annual report,basf se,BASF SE REPORT AND ACCOUNTS 2014.pdf,2014,547,germany
annual report,basf se,BASF SE REPORT AND ACCOUNTS 2018.pdf,2018,548,germany
annual report,covestro se,COVESTRO AG REPORT AND ACCOUNTS 2015.pdf,2015,549,germany
annual report,covestro se,COVESTRO AG REPORT AND ACCOUNTS 2018.pdf,2018,550,germany
annual report,covestro se,COVESTRO AG REPORT AND ACCOUNTS 2017.pdf,2017,551,germany
annual report,covestro se,COVESTRO AG REPORT AND ACCOUNTS 2016.pdf,2016,552,germany
annual report,muenchener rckvrrgs gsllcht mhn ag in mu (muv2_gr),MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT AG REPORT AND ACCOUNTS 2016.pdf,2016,553,germany
annual report,muenchener rckvrrgs gsllcht mhn ag in mu (muv2_gr),MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT AG REPORT AND ACCOUNTS 2018.pdf,2018,554,germany
annual report,muenchener rckvrrgs gsllcht mhn ag in mu (muv2_gr),MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT AG REPORT AND ACCOUNTS 2017.pdf,2017,555,germany
annual report,muenchener rckvrrgs gsllcht mhn ag in mu (muv2_gr),MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT AG REPORT AND ACCOUNTS 2014.pdf,2014,556,germany
annual report,muenchener rckvrrgs gsllcht mhn ag in mu (muv2_gr),MUNCHENER RUCKVERSICHERUNGS-GESELLSCHAFT AG REPORT AND ACCOUNTS 2015.pdf,2015,557,germany
annual report,vonovia se (vna_gr),CONWERT IMMOBILIEN INVEST SE REPORT AND ACCOUNTS 2014.pdf,2014,558,germany
annual report,vonovia se (vna_gr),VONOVIA SE REPORT AND ACCOUNTS 2017.pdf,2017,559,germany
annual report,vonovia se (vna_gr),VONOVIA SE REPORT AND ACCOUNTS 2018.pdf,2018,560,germany
annual report,vonovia se (vna_gr),VONOVIA SE REPORT AND ACCOUNTS 2016.pdf,2016,561,germany
annual report,vonovia se (vna_gr),VONOVIA SE REPORT AND ACCOUNTS 2015.pdf,2015,562,germany
annual report,bayer ag,BAYER AG REPORT AND ACCOUNTS 2014.pdf,2014,563,germany
annual report,bayer ag,BAYER AG REPORT AND ACCOUNTS 2017.pdf,2017,564,germany
annual report,bayer ag,BAYER AG REPORT AND ACCOUNTS 2015.pdf,2015,565,germany
annual report,bayer ag,BAYER AG REPORT AND ACCOUNTS 2018.pdf,2018,566,germany
annual report,bayer ag,BAYER AG REPORT AND ACCOUNTS 2016.pdf,2016,567,germany
annual report,deutsche bank ag (dbk_gr),DEUTSCHE BANK AG REPORT AND ACCOUNTS 2015.pdf,2015,568,germany
annual report,deutsche bank ag (dbk_gr),DEUTSCHE BANK AG REPORT AND ACCOUNTS 2016.pdf,2016,569,germany
annual report,deutsche bank ag (dbk_gr),DEUTSCHE BANK AG REPORT AND ACCOUNTS 2018.pdf,2018,570,germany
annual report,deutsche bank ag (dbk_gr),DEUTSCHE BANK AG REPORT AND ACCOUNTS 2017.pdf,2017,571,germany
annual report,deutsche bank ag (dbk_gr),DEUTSCHE BANK AG REPORT AND ACCOUNTS 2014.pdf,2014,572,germany
annual report,volkswagen ag (vow3_gr),VOLKSWAGEN AG REPORT AND ACCOUNTS 2014.pdf,2014,573,germany
annual report,volkswagen ag (vow3_gr),VOLKSWAGEN AG REPORT AND ACCOUNTS 2016.pdf,2016,574,germany
annual report,volkswagen ag (vow3_gr),VOLKSWAGEN AG REPORT AND ACCOUNTS 2015.pdf,2015,575,germany
annual report,volkswagen ag (vow3_gr),VOLKSWAGEN AG REPORT AND ACCOUNTS 2017.pdf,2017,576,germany
annual report,volkswagen ag (vow3_gr),VOLKSWAGEN AG REPORT AND ACCOUNTS 2018.pdf,2018,577,germany
annual report,bayerische motoren werke ag (bmw_ gr),BMW AG REPORT AND ACCOUNTS 2015.pdf,2015,578,germany
annual report,bayerische motoren werke ag (bmw_ gr),BMW AG REPORT AND ACCOUNTS 2018.pdf,2018,579,germany
annual report,bayerische motoren werke ag (bmw_ gr),BMW AG REPORT AND ACCOUNTS 2014.pdf,2014,580,germany
annual report,bayerische motoren werke ag (bmw_ gr),BMW AG REPORT AND ACCOUNTS 2016.pdf,2016,581,germany
annual report,bayerische motoren werke ag (bmw_ gr),BMW AG REPORT AND ACCOUNTS 2017.pdf,2017,582,germany
annual report,fresenius se _co kgaa (fre_gr),FRESENIUS SE AND COMPANY KGAA REPORT AND ACCOUNTS 2016.pdf,2016,583,germany
annual report,fresenius se _co kgaa (fre_gr),FRESENIUS SE AND COMPANY KGAA REPORT AND ACCOUNTS 2014.pdf,2014,584,germany
annual report,fresenius se _co kgaa (fre_gr),FRESENIUS SE AND COMPANY KGAA REPORT AND ACCOUNTS 2015.pdf,2015,585,germany
annual report,fresenius se _co kgaa (fre_gr),FRESENIUS SE AND COMPANY KGAA REPORT AND ACCOUNTS 2017.pdf,2017,586,germany
annual report,fresenius se _co kgaa (fre_gr),FRESENIUS SE AND COMPANY KGAA REPORT AND ACCOUNTS 2018.pdf,2018,587,germany
annual report,infineon technologies ag (ifx_gr),INFINEON TECHNOLOGIES AG REPORT AND ACCOUNTS 2017.pdf,2017,588,germany
annual report,infineon technologies ag (ifx_gr),INFINEON TECHNOLOGIES AG REPORT AND ACCOUNTS 2014.pdf,2014,589,germany
annual report,infineon technologies ag (ifx_gr),INFINEON TECHNOLOGIES AG REPORT AND ACCOUNTS 2018.pdf,2018,590,germany
annual report,infineon technologies ag (ifx_gr),INFINEON TECHNOLOGIES AG REPORT AND ACCOUNTS 2016.pdf,2016,591,germany
annual report,infineon technologies ag (ifx_gr),INFINEON TECHNOLOGIES AG REPORT AND ACCOUNTS 2015.pdf,2015,592,germany
annual report,deutsche lufthansa ag (lha_gr),DEUTSCHE LUFTHANSA AG REPORT AND ACCOUNTS 2018.pdf,2018,593,germany
annual report,deutsche lufthansa ag (lha_gr),DEUTSCHE LUFTHANSA AG REPORT AND ACCOUNTS 2014.pdf,2014,594,germany
annual report,deutsche lufthansa ag (lha_gr),DEUTSCHE LUFTHANSA AG REPORT AND ACCOUNTS 2015.pdf,2015,595,germany
annual report,deutsche lufthansa ag (lha_gr),DEUTSCHE LUFTHANSA AG REPORT AND ACCOUNTS 2016.pdf,2016,596,germany
annual report,deutsche lufthansa ag (lha_gr),DEUTSCHE LUFTHANSA AG REPORT AND ACCOUNTS 2017.pdf,2017,597,germany
annual report,deutsche post ag (dpw_gr),DEUTSCHE POST AG REPORT AND ACCOUNTS 2018.pdf,2018,598,germany
annual report,deutsche post ag (dpw_gr),DEUTSCHE POST AG REPORT AND ACCOUNTS 2014.pdf,2014,599,germany
